client_id,preferred_location,min_budget_DZD,max_budget_DZD,min_area,max_area,preferred_property_type,marital_status,has_kids,weight_location,weight_property_type,preferred_rooms,weight_rooms,preferred_schools_nearby,weight_schools_nearby,preferred_hospitals_nearby,weight_hospitals_nearby,preferred_parks_nearby,weight_parks_nearby,preferred_public_transport_score,weight_public_transport_score
CLT0986,Bejaia,11138707,15930179,77,173,apartment,divorced,True,0.5,0.15,3,0.07,1,0.53,2,0.95,5,0.53,0,0.71
CLT0987,Ouargla,9244301,13383929,94,154,studio,single,False,0.69,0.73,5,0.4,0,0.88,1,0.21,5,0.4,3,0.68
CLT0988,El Tarf,9317338,14989634,69,131,villa,divorced,False,0.43,0.6,4,0.3,4,0.57,4,0.79,0,0.16,6,0.29
CLT0989,Algiers,10721731,16087082,54,108,studio,married,False,0.25,0.73,3,0.23,5,0.03,2,0.77,4,0.12,8,0.33
CLT0990,Timimoun,7269104,12899103,66,97,apartment,married,False,0.82,0.77,2,0.28,3,0.68,5,0.22,2,0.76,4,0.68
CLT0991,Mostaganem,8883897,14154088,100,121,villa,married,True,0.8,0.98,2,0.8,1,0.04,5,0.62,5,0.93,1,0.35
CLT0992,Beni Abbes,8447869,11466717,52,151,apartment,single,True,0.69,0.57,3,0.93,1,0.45,4,0.05,2,0.46,6,0.21
CLT0993,Annaba,9923152,11796334,86,118,apartment,single,True,0.27,0.34,4,0.41,2,0.93,3,0.48,0,0.66,10,0.37
CLT0994,Sidi Bel Abbes,9302686,11547482,55,119,villa,divorced,False,0.59,0.65,2,0.91,2,0.17,5,0.01,5,0.91,1,0.27
CLT0995,El Menia,7370392,9833832,53,127,studio,married,True,0.36,0.07,5,0.32,4,0.39,3,0.92,5,0.09,8,0.09
CLT0996,El Mghair,11209837,18563816,53,97,villa,single,True,0.09,0.9,2,0.48,5,0.73,3,0.98,4,0.77,8,0.83
CLT0997,Guelma,5411522,7567579,99,119,villa,divorced,True,0.92,0.12,1,0.23,4,0.88,3,0.22,2,0.62,2,0.85
CLT0998,Sidi Bel Abbes,10176021,14733388,69,79,apartment,divorced,True,0.14,0.33,1,0.64,0,0.67,0,0.21,2,0.6,7,0.22
CLT0999,Tizi Ouzou,5933633,7220196,97,197,studio,divorced,True,0.95,0.82,4,0.98,0,0.26,2,0.75,2,0.29,10,0.06
CLT1000,El Menia,7151180,9986087,76,139,studio,married,True,0.45,0.6,3,0.6,4,0.67,2,0.25,4,0.68,3,0.74
CLT1001,Boumerdes,11831306,12896567,70,124,villa,single,True,0.19,0.39,4,0.36,5,0.3,5,0.9,5,0.79,2,0.21
CLT1002,Mascara,7422127,15368937,50,124,villa,single,True,0.54,0.47,4,0.65,4,0.72,5,0.57,0,0.11,0,0.39
CLT1003,Chlef,7931740,15416778,56,78,apartment,divorced,False,0.87,0.85,4,0.12,5,0.95,3,0.35,2,0.53,4,0.06
CLT1004,Bechar,5549905,10341548,58,92,studio,single,True,0.73,0.34,4,0.89,5,0.72,0,0.83,3,0.1,10,0.23
CLT1005,Jijel,11073174,12636893,59,134,apartment,single,False,0.81,0.87,5,0.5,3,0.86,3,0.49,4,0.87,3,0.79
CLT1006,Tindouf,7847840,14123861,97,126,studio,divorced,True,0.66,0.09,5,0.45,5,0.0,0,0.91,1,0.51,0,0.8
CLT1007,Boumerdes,8692126,14381040,73,111,villa,married,True,0.69,0.78,2,0.59,2,0.72,3,0.93,0,0.81,9,0.21
CLT1008,Tizi Ouzou,6393732,9717589,53,84,studio,single,False,0.85,0.85,1,0.62,5,0.83,1,0.17,3,0.37,7,0.34
CLT1009,Ouargla,7069350,9516934,80,175,apartment,single,False,0.25,0.18,4,0.07,5,0.04,1,0.0,2,0.13,7,0.13
CLT1010,El Oued,6132315,7563311,54,88,villa,single,True,0.49,0.43,2,0.68,5,0.87,4,0.98,1,0.04,7,0.07
CLT1011,Chlef,9288005,11139714,51,89,studio,divorced,True,0.22,0.17,1,0.24,0,0.26,3,0.91,0,0.28,2,0.99
CLT1012,Constantine,11264159,16158038,93,143,studio,single,False,0.99,0.71,3,0.71,2,0.67,5,0.06,4,0.24,5,0.66
CLT1013,Tiaret,9839433,16572203,96,108,villa,single,False,0.94,0.54,5,0.82,2,0.8,2,0.83,1,0.56,6,0.54
CLT1014,Djanet,8709117,14216438,81,117,villa,divorced,True,0.04,0.64,1,0.8,4,0.66,4,0.46,5,0.02,8,0.77
CLT1015,Illizi,8164429,10983558,59,142,studio,single,False,0.71,0.2,3,0.55,3,0.09,5,0.26,1,0.52,4,0.84
CLT1016,Djanet,11162695,17482959,78,176,apartment,divorced,True,0.93,0.21,1,0.52,5,0.6,1,0.88,3,0.39,8,0.81
CLT1017,El Oued,5984143,8454710,53,99,villa,married,False,0.18,0.04,5,0.14,1,0.55,3,0.2,0,0.58,5,0.02
CLT1018,Illizi,11105125,14212794,95,185,studio,single,False,0.57,0.32,5,0.78,3,0.9,4,0.95,3,0.7,9,0.19
CLT1019,El Menia,11390601,15750881,60,119,villa,single,True,0.92,0.56,2,0.27,3,0.4,3,0.21,3,0.63,9,0.65
CLT1020,Ghardaia,6285100,9533472,54,125,apartment,single,False,0.03,0.86,4,0.5,2,0.32,1,0.61,2,0.98,9,0.38
CLT1021,Naama,8814623,13237426,62,129,villa,divorced,True,0.7,0.67,1,0.28,3,0.75,4,0.22,4,0.14,3,0.98
CLT1022,Ghardaia,11884464,12980801,97,122,apartment,single,True,0.3,0.44,1,0.13,5,0.41,1,0.55,1,0.43,0,0.67
CLT1023,El Mghair,10748048,14872375,77,96,villa,married,True,0.92,0.95,3,0.63,5,0.65,0,0.68,0,0.42,0,0.96
CLT1024,Mostaganem,9762257,11139349,61,160,villa,married,False,0.97,0.72,5,0.05,0,0.65,1,0.19,5,0.42,9,0.2
CLT1025,Touggourt,5597648,9004734,51,130,apartment,divorced,False,0.94,0.93,1,0.75,5,0.89,3,0.52,4,0.66,4,0.86
CLT1026,Batna,8057620,11879531,68,134,studio,single,False,0.47,0.53,5,0.32,5,0.6,2,0.47,4,0.49,2,0.32
CLT1027,El Bayadh,6843707,10267707,78,113,villa,divorced,True,0.86,0.26,1,0.0,2,0.5,1,0.07,0,0.52,4,0.99
CLT1028,El Mghair,5525629,8286743,72,137,studio,single,False,0.84,0.05,2,0.51,5,0.14,5,0.82,4,0.43,4,0.16
CLT1029,El Bayadh,6733544,12533074,55,136,villa,single,False,0.32,0.73,4,0.05,0,0.12,2,0.34,2,0.99,0,0.52
CLT1030,Naama,11109996,17854475,83,153,apartment,married,True,0.83,0.12,1,0.28,1,0.15,0,0.57,4,0.93,7,0.79
CLT1031,Skikda,6140539,7233595,90,129,studio,single,False,0.04,0.3,5,0.71,2,0.17,4,0.51,2,0.31,4,0.43
CLT1032,El Mghair,9715809,12403263,95,190,villa,divorced,True,0.6,0.53,2,0.06,1,0.64,4,0.51,1,0.11,4,0.47
CLT1033,Bejaia,7272719,10685328,68,91,villa,single,False,0.23,0.56,1,0.84,2,0.74,2,0.11,1,0.84,8,0.99
CLT1034,Ghardaia,10147664,16902898,65,129,studio,divorced,False,0.12,0.6,3,0.0,4,0.53,4,0.42,3,1.0,7,0.43
CLT1035,Djanet,6308188,9808757,86,116,studio,divorced,True,0.08,0.17,4,0.25,3,0.83,1,0.45,2,0.29,0,0.6
CLT1036,Tebessa,8949936,16252612,76,174,villa,single,True,0.7,0.38,1,0.74,4,0.99,2,0.73,5,0.36,2,0.05
CLT1037,Tiaret,10162806,15073996,63,94,villa,single,True,0.34,0.62,2,0.32,5,0.82,3,0.84,1,0.94,6,0.84
CLT1038,Algiers,6103599,10291658,83,125,studio,divorced,True,0.72,0.97,3,0.1,1,0.69,1,0.54,4,0.71,0,0.65
CLT1039,Bechar,5084453,12062287,70,155,apartment,married,True,0.07,0.73,2,0.36,5,0.53,1,0.09,0,0.3,0,0.4
CLT1040,Tissemsilt,9541361,13286827,77,103,villa,single,True,0.32,0.92,2,0.27,3,0.45,1,0.24,0,0.58,4,0.02
CLT1041,Naama,9945147,16677391,73,118,villa,single,False,0.54,0.76,3,0.84,2,0.08,3,0.16,2,0.94,8,0.59
CLT1042,Tizi Ouzou,8567220,10609030,81,130,apartment,single,False,0.79,0.59,2,0.31,3,0.4,0,0.12,5,0.81,5,0.01
CLT1043,Bordj Badji Mokhtar,9969914,11457098,83,133,studio,divorced,True,0.32,0.19,3,0.79,0,0.91,5,0.37,3,0.74,9,0.0
CLT1044,Djelfa,7330566,9679241,63,105,apartment,married,True,0.63,0.67,1,0.89,3,0.81,4,0.23,4,0.74,1,0.62
CLT1045,Blida,9246208,15761835,83,121,villa,married,True,0.89,0.62,3,0.43,0,0.22,2,0.22,2,0.18,10,0.19
CLT1046,Oum El Bouaghi,5570395,7316075,81,175,apartment,divorced,False,0.62,0.6,3,0.91,3,0.47,0,0.05,0,0.82,8,0.19
CLT1047,Ouargla,5979435,9108203,50,148,studio,married,False,0.23,0.49,4,0.38,0,0.82,2,0.02,2,0.28,5,0.65
CLT1048,Ouargla,5876609,7301519,91,110,apartment,married,True,0.02,0.53,3,0.96,1,0.07,4,0.1,4,0.93,4,0.05
CLT1049,In Guezzam,8350086,10371871,64,91,villa,divorced,True,0.87,0.33,3,0.09,5,0.39,3,0.17,5,0.36,4,0.31
CLT1050,Ouargla,10988904,14856381,78,177,studio,divorced,True,0.02,0.52,1,0.69,5,0.85,1,0.43,5,0.86,2,0.15
CLT1051,Beni Abbes,5864424,10071127,90,186,villa,divorced,True,0.87,0.2,4,0.49,4,0.4,1,0.51,1,0.27,5,0.58
CLT1052,El Oued,5861626,6993765,75,91,apartment,divorced,True,0.53,0.81,5,0.39,5,0.08,3,0.14,4,0.51,3,0.66
CLT1053,Mila,7944986,10630795,59,74,studio,single,False,0.94,0.19,1,0.63,2,0.54,0,0.42,1,0.11,9,0.72
CLT1054,Illizi,9868276,12378883,94,181,apartment,divorced,False,0.8,0.08,1,0.7,3,0.86,0,0.34,1,0.66,1,0.26
CLT1055,El Tarf,8998703,10146855,71,133,studio,single,False,1.0,0.44,5,0.0,4,0.59,2,0.18,1,0.84,2,0.09
CLT1056,Boumerdes,5248185,6944491,92,112,studio,married,True,0.35,0.66,3,0.17,2,0.23,3,0.01,2,0.72,8,0.08
CLT1057,Algiers,8036678,11461170,61,140,villa,married,False,0.77,0.44,2,0.71,2,0.38,0,0.47,0,0.52,10,0.43
CLT1058,MSila,9985812,12802993,63,78,studio,married,True,0.4,0.28,4,0.67,0,0.45,3,0.69,5,0.05,10,0.95
CLT1059,MSila,11327214,15445845,67,120,studio,divorced,False,0.48,0.56,2,0.97,5,0.58,4,0.23,2,0.93,8,0.22
CLT1060,Constantine,5995745,11255908,55,75,studio,single,False,0.63,0.35,5,0.76,1,0.76,1,0.13,0,0.71,5,0.26
CLT1061,Batna,8333467,11810974,66,164,villa,single,False,0.87,0.93,1,0.95,1,0.1,1,0.89,5,0.75,9,0.1
CLT1062,Ouargla,9793284,15030150,74,107,apartment,divorced,True,0.98,0.92,1,0.7,4,0.89,1,0.28,4,0.79,9,0.61
CLT1063,Blida,5698132,11873402,94,146,villa,married,False,0.77,0.5,4,0.3,1,0.01,3,0.22,5,0.75,8,0.68
CLT1064,Ouargla,6554422,10864657,91,166,villa,single,True,0.42,0.33,1,0.11,3,0.37,3,0.86,5,0.44,3,0.64
CLT1065,Setif,10755337,14451288,97,181,villa,divorced,False,0.42,0.74,1,0.78,1,0.03,2,0.82,5,0.73,10,0.86
CLT1066,Medea,7169023,11141629,67,134,villa,divorced,True,0.74,0.04,4,0.64,4,0.39,1,0.45,3,0.63,4,0.49
CLT1067,Bordj Badji Mokhtar,8022567,15480279,72,96,studio,divorced,True,0.24,0.47,4,0.05,1,0.53,2,0.49,4,0.85,9,0.13
CLT1068,Batna,8980639,16061105,81,125,villa,single,True,0.11,0.34,5,0.36,3,0.51,1,0.22,2,0.8,5,0.29
CLT1069,Bejaia,11971996,16760208,67,133,studio,married,False,0.35,0.92,1,0.96,0,0.17,2,0.08,2,0.04,8,0.66
CLT1070,Ain Temouchent,8177001,11051904,73,102,apartment,married,False,0.29,0.01,1,0.5,4,0.65,2,0.57,0,0.38,4,0.61
CLT1071,Bejaia,5085391,8731022,65,120,villa,divorced,True,0.3,0.55,5,0.43,0,0.04,4,0.1,2,0.03,7,0.53
CLT1072,Oran,10575620,12235590,58,136,villa,single,False,0.23,0.74,3,0.46,0,0.76,2,0.45,1,0.1,10,0.68
CLT1073,Illizi,7938633,9837587,90,186,studio,divorced,True,0.04,0.49,3,0.21,0,0.95,3,0.94,5,0.6,0,0.64
CLT1074,Khenchela,6557097,9460217,69,109,studio,married,False,0.02,0.09,3,0.37,2,0.34,2,0.95,2,0.87,4,0.88
CLT1075,Bouira,10262011,18136042,75,88,villa,divorced,False,0.99,0.97,5,0.37,5,0.52,1,0.24,0,0.12,9,0.59
CLT1076,Djanet,9046821,16910883,85,97,apartment,divorced,True,0.43,0.52,1,0.05,2,0.38,2,0.62,0,0.45,0,0.78
CLT1077,Blida,9605516,12727586,91,153,villa,divorced,True,0.38,0.61,5,0.77,5,0.01,0,0.47,1,0.91,9,0.25
CLT1078,Ain Defla,5226230,10641653,73,89,apartment,married,True,0.68,0.24,5,0.42,0,0.39,5,0.88,0,0.81,5,0.68
CLT1079,Guelma,6796539,9201744,76,97,villa,single,False,0.22,0.48,3,0.82,4,0.79,1,0.27,3,0.52,6,0.9
CLT1080,Beni Abbes,6916177,13605847,53,110,studio,married,False,0.95,0.43,2,0.85,5,0.6,0,0.0,5,0.77,4,0.39
CLT1081,Touggourt,7787552,14184608,60,108,apartment,divorced,False,0.79,0.07,1,0.21,3,0.1,1,0.16,5,0.52,0,0.78
CLT1082,Constantine,6940160,13713624,100,163,studio,married,False,0.09,0.11,3,0.66,3,0.85,3,0.35,5,0.16,5,0.72
CLT1083,In Guezzam,11038882,12792114,53,111,apartment,single,False,0.42,0.84,2,0.47,1,0.53,5,0.32,4,0.12,9,0.06
CLT1084,Tamanrasset,7636335,12568051,87,178,villa,married,True,0.88,0.24,2,0.88,5,0.84,5,0.79,2,0.19,4,0.58
CLT1085,Chlef,8954028,14021584,98,175,studio,single,True,0.94,0.19,4,0.22,4,0.58,3,0.68,3,0.35,5,0.13
CLT1086,Annaba,8176294,9566001,79,99,villa,divorced,True,0.47,0.5,1,0.68,2,0.56,5,0.3,2,0.93,10,0.97
CLT1087,Biskra,11670047,12705215,83,127,villa,divorced,False,0.61,0.77,2,0.61,0,0.11,3,0.46,3,0.8,9,0.81
CLT1088,Mostaganem,8827373,16712080,92,122,villa,married,False,0.17,0.06,3,0.3,1,0.17,0,0.1,2,0.43,6,0.11
CLT1089,MSila,9575732,13030184,67,134,studio,divorced,False,0.99,0.58,4,0.14,3,0.97,4,0.9,1,0.49,6,0.12
CLT1090,Relizane,6586463,10643782,74,112,apartment,married,True,0.23,0.12,1,0.65,2,0.23,1,0.94,0,0.27,1,0.59
CLT1091,Saida,8967320,14900753,63,126,apartment,married,False,0.94,0.04,5,0.74,2,0.98,3,0.98,0,0.7,2,0.34
CLT1092,El Oued,8128500,11053233,82,176,studio,married,False,0.65,0.05,3,0.32,0,0.53,1,0.87,1,0.8,5,0.03
CLT1093,Boumerdes,8958918,13726621,83,162,apartment,married,True,0.61,0.83,2,0.64,5,0.14,0,0.17,3,0.24,2,0.54
CLT1094,Skikda,11736761,13184830,98,179,studio,married,True,0.51,0.12,2,0.4,3,0.1,4,0.05,4,0.04,1,0.39
CLT1095,In Salah,7036626,8526112,52,128,studio,single,False,0.23,0.05,3,0.71,4,0.21,0,0.58,3,0.62,3,0.1
CLT1096,Oran,6934209,11777403,78,170,apartment,divorced,False,0.18,0.44,2,0.2,2,0.93,5,0.91,0,0.56,4,0.8
CLT1097,El Oued,7134686,9784457,94,117,apartment,single,False,0.22,0.84,4,0.89,0,0.41,1,0.18,4,0.4,10,0.92
CLT1098,Skikda,8551367,13259770,69,83,villa,divorced,False,0.19,0.26,1,0.29,4,0.4,4,0.01,2,0.64,9,0.76
CLT1099,Djelfa,5375329,10115808,97,126,apartment,married,False,0.78,0.42,4,0.37,5,0.31,5,0.81,4,0.55,8,0.82
CLT1100,El Menia,10975519,12609347,63,138,apartment,single,True,0.35,0.04,2,0.06,3,0.15,4,0.08,3,0.25,2,0.22
CLT1101,Boumerdes,7817332,15241421,82,121,villa,single,True,0.06,0.45,5,0.11,5,0.49,5,0.41,1,0.4,2,0.26
CLT1102,Souk Ahras,7805127,10719719,81,172,villa,divorced,False,0.97,0.58,1,0.52,2,0.13,0,0.68,2,0.43,5,0.21
CLT1103,Guelma,8818873,12287873,98,121,studio,single,True,0.88,0.57,1,0.27,4,0.84,3,0.24,3,0.88,4,0.77
CLT1104,Illizi,7008020,12242504,58,93,apartment,divorced,True,0.93,0.33,3,0.84,4,0.37,1,0.08,2,0.96,5,0.95
CLT1105,Ain Defla,8683211,11263350,92,114,studio,divorced,False,0.99,0.32,3,0.01,4,0.37,2,0.77,4,0.89,6,0.72
CLT1106,Tiaret,9210536,11460203,98,195,studio,divorced,False,0.17,0.11,5,0.38,2,0.47,2,0.63,0,0.72,10,0.88
CLT1107,Souk Ahras,6264016,10948982,66,133,apartment,divorced,False,0.4,0.37,1,0.34,2,0.44,0,0.99,3,0.58,2,0.64
CLT1108,Naama,11204463,12525133,53,73,studio,divorced,True,0.76,0.1,5,0.02,5,0.99,1,0.34,1,0.69,4,0.39
CLT1109,Ain Temouchent,11705163,14546283,60,148,apartment,single,False,0.7,0.77,3,0.12,1,0.55,1,0.06,4,0.94,7,0.43
CLT1110,Relizane,5954251,13000643,93,103,villa,divorced,True,0.15,0.97,3,0.41,5,0.09,0,0.73,3,0.25,3,0.08
CLT1111,Ain Defla,6254066,13825350,99,128,studio,married,True,0.82,0.97,1,0.49,3,0.61,1,0.52,1,0.54,9,0.03
CLT1112,Blida,11579588,19346580,91,138,villa,single,True,0.22,0.87,4,0.4,0,0.15,3,0.21,3,0.69,1,0.7
CLT1113,Ain Temouchent,11733384,15366420,72,108,studio,single,False,0.22,0.6,2,0.53,4,0.03,0,0.78,4,0.68,3,0.44
CLT1114,Oum El Bouaghi,8164683,14296592,88,141,apartment,married,False,0.54,0.7,3,0.6,1,0.97,3,0.2,3,0.25,1,0.55
CLT1115,Relizane,7490179,14650582,58,95,apartment,divorced,True,0.59,0.29,3,0.01,0,0.77,1,0.26,2,0.59,2,0.56
CLT1116,Ghardaia,6897948,9987701,99,152,villa,single,False,0.58,0.63,4,0.46,1,0.98,0,0.09,4,0.8,3,0.28
CLT1117,Sidi Bel Abbes,9055851,12542683,65,136,studio,divorced,True,0.09,0.46,4,0.96,5,0.48,1,0.4,3,0.48,3,0.48
CLT1118,Bordj Badji Mokhtar,10754598,15899760,96,155,apartment,single,False,0.88,0.48,5,0.52,2,0.53,0,0.42,0,0.79,9,0.47
CLT1119,Mostaganem,7764598,15487106,92,169,apartment,married,True,0.27,0.76,5,0.68,4,0.17,1,0.51,3,0.36,8,0.39
CLT1120,Chlef,10281714,14266111,57,113,apartment,single,False,0.13,0.28,2,0.31,5,0.25,3,0.71,2,0.94,9,0.82
CLT1121,Souk Ahras,9033550,10570414,94,175,studio,divorced,True,0.89,0.32,2,0.77,0,0.84,3,0.91,1,0.53,5,0.45
CLT1122,Touggourt,11657356,12782954,50,97,villa,single,True,0.96,0.92,1,0.77,0,0.36,1,0.14,1,0.6,8,0.6
CLT1123,El Mghair,8364132,10216075,62,83,villa,divorced,True,0.86,0.06,5,0.52,0,0.83,0,0.05,1,0.03,3,0.9
CLT1124,Tebessa,5962209,9603102,99,180,studio,divorced,True,0.81,0.49,3,0.98,0,0.71,2,0.02,0,0.17,8,0.87
CLT1125,Saida,9259470,12960661,92,126,studio,married,True,0.66,0.91,5,0.13,0,0.18,3,0.14,2,0.63,10,0.89
CLT1126,Bejaia,8975023,13195835,59,121,apartment,divorced,True,0.55,0.61,3,0.02,1,0.51,3,0.66,4,0.42,8,0.27
CLT1127,El Menia,10470601,17268327,70,93,villa,single,False,0.09,0.55,4,0.77,5,0.68,5,0.73,1,0.51,5,0.03
CLT1128,Timimoun,9211048,11563158,70,122,villa,single,False,0.41,0.25,5,0.81,4,0.24,2,0.79,2,0.06,4,0.26
CLT1129,Tlemcen,6445937,13989958,88,146,apartment,divorced,False,0.37,0.34,4,0.12,2,0.83,1,0.24,3,0.83,2,0.28
CLT1130,Naama,9946477,15979789,51,78,villa,married,True,0.26,0.85,2,0.27,2,0.54,0,0.31,0,0.78,4,0.91
CLT1131,Relizane,9095225,14586235,55,152,villa,married,True,0.72,0.56,2,0.02,5,0.17,5,0.48,2,0.19,2,0.65
CLT1132,Constantine,5109064,6145966,74,130,apartment,single,False,0.5,0.51,1,0.29,5,0.58,1,0.06,2,0.63,4,0.08
CLT1133,Tindouf,10724797,16127405,55,103,villa,married,False,0.08,0.1,5,0.77,2,1.0,4,0.61,4,0.82,4,0.14
CLT1134,Constantine,11037384,13385716,98,171,villa,single,False,0.22,0.02,4,0.52,2,0.15,3,0.98,2,0.64,1,0.16
CLT1135,Naama,5889077,11286748,77,116,villa,married,False,0.68,0.96,3,0.35,1,0.82,4,0.36,4,0.31,8,0.63
CLT1136,Tamanrasset,6326606,9978588,62,137,villa,married,False,0.08,0.38,2,0.37,3,0.21,3,0.75,0,0.66,6,0.74
CLT1137,Bouira,9464560,13391553,97,188,apartment,divorced,True,0.85,0.6,2,0.0,4,0.78,3,0.5,0,0.21,5,0.86
CLT1138,Tissemsilt,9749862,16348288,86,177,apartment,married,False,0.5,0.08,3,0.3,0,0.73,4,0.13,3,0.32,4,0.94
CLT1139,Bechar,10725870,18545113,53,76,villa,married,False,0.48,0.68,4,0.65,3,0.3,4,0.58,4,0.24,3,0.2
CLT1140,El Bayadh,11679818,13723180,85,110,apartment,single,False,0.59,0.93,4,0.97,5,0.33,1,0.3,4,0.56,7,0.31
CLT1141,In Salah,9191807,14494688,93,108,studio,married,False,0.82,0.58,5,0.85,2,0.79,5,0.03,1,0.11,1,0.24
CLT1142,Oran,9155598,14121588,80,156,studio,married,False,0.35,0.13,5,0.02,3,0.46,5,0.63,1,0.93,7,0.36
CLT1143,Oran,10650021,18147193,78,107,villa,single,False,0.68,0.58,1,0.9,4,0.73,4,0.86,3,0.33,0,0.91
CLT1144,El Tarf,7063517,10738509,97,144,apartment,divorced,True,0.57,0.77,2,0.78,5,0.15,1,0.34,0,0.22,9,0.58
CLT1145,El Oued,7856179,9094103,58,154,villa,single,False,0.27,0.41,5,0.78,0,0.85,5,0.39,5,0.5,0,0.74
CLT1146,Oran,5591292,9619483,100,137,villa,single,True,0.88,0.88,4,0.46,0,0.71,1,0.89,1,0.28,2,0.49
CLT1147,Medea,6503382,10983537,99,134,villa,married,False,0.8,0.65,3,0.4,4,0.91,1,0.81,2,0.53,4,0.03
CLT1148,El Mghair,8572567,10908133,58,132,apartment,single,False,0.66,0.9,4,0.3,4,0.13,3,0.71,0,0.35,5,0.06
CLT1149,Laghouat,11710780,17749281,54,142,villa,divorced,True,0.85,0.62,2,0.07,2,0.59,5,0.25,5,0.13,3,0.54
CLT1150,El Bayadh,5052396,6318010,91,186,villa,married,True,0.87,0.13,4,0.23,0,0.6,5,0.91,2,0.27,6,0.72
CLT1151,Tipaza,5005576,9217991,52,75,apartment,single,False,0.71,0.31,1,0.25,5,0.35,3,0.15,4,0.44,6,0.22
CLT1152,Bordj Badji Mokhtar,6655087,13509143,86,135,studio,single,False,0.84,0.2,2,0.48,3,0.46,4,0.63,0,0.03,1,0.72
CLT1153,Illizi,10593147,11970252,76,162,apartment,divorced,False,0.7,0.91,3,0.75,5,0.04,3,0.03,3,0.77,1,0.81
CLT1154,In Guezzam,9773043,14604351,100,174,villa,married,False,0.68,0.76,1,0.47,1,0.75,5,0.64,4,0.62,1,0.41
CLT1155,Algiers,5857136,8679218,89,124,apartment,married,False,0.62,0.68,2,0.06,1,0.55,5,0.28,4,0.6,1,0.75
CLT1156,Oum El Bouaghi,11309037,15843937,62,81,villa,married,True,0.75,0.3,3,0.96,4,0.06,4,0.45,2,0.55,8,0.4
CLT1157,Tiaret,5853875,10313403,100,118,apartment,married,False,0.16,0.18,1,0.94,2,0.68,3,0.35,4,0.59,4,0.68
CLT1158,Ghardaia,9988321,14948444,94,136,villa,single,True,0.88,0.76,1,0.79,1,0.47,0,0.17,1,0.93,10,0.76
CLT1159,Mostaganem,5211130,10612822,62,113,studio,divorced,False,0.87,0.47,2,0.99,0,0.03,0,0.62,0,0.01,7,0.99
CLT1160,El Tarf,9919391,14530580,98,193,villa,married,True,0.03,0.23,5,0.54,5,0.97,4,0.88,1,0.05,4,0.35
CLT1161,Adrar,5438346,12690613,96,165,studio,married,False,0.83,0.62,1,0.96,5,0.95,3,0.96,2,0.19,10,0.41
CLT1162,Sidi Bel Abbes,9688569,12516643,65,75,villa,divorced,False,0.13,0.04,1,0.08,4,0.51,3,0.19,5,0.17,4,0.17
CLT1163,Medea,8916912,10014117,84,143,villa,married,True,0.34,0.33,3,0.37,3,0.09,1,0.72,2,0.18,0,0.2
CLT1164,Laghouat,7238894,10555256,58,143,studio,divorced,True,0.74,0.47,4,0.23,4,0.75,5,0.66,0,0.67,5,0.69
CLT1165,Tiaret,9788688,12816521,52,100,apartment,married,True,0.16,0.15,2,0.2,3,0.49,2,0.34,4,0.46,3,0.92
CLT1166,Skikda,6736325,11270853,60,160,apartment,single,False,0.82,0.98,2,0.14,4,0.3,4,0.02,3,0.99,2,0.39
CLT1167,Timimoun,5507080,12122027,56,131,villa,single,False,0.83,0.21,5,0.62,4,0.49,2,0.69,2,0.23,5,0.18
CLT1168,Annaba,8504574,13051657,52,140,apartment,married,False,0.51,0.13,5,0.78,4,0.52,2,0.95,0,0.31,1,0.29
CLT1169,Sidi Bel Abbes,10624230,16829931,85,113,villa,divorced,False,0.01,0.2,2,0.58,3,0.56,4,0.63,3,0.98,7,0.46
CLT1170,Blida,11511033,18642968,94,163,apartment,single,False,0.29,0.77,5,0.15,3,0.44,3,0.44,4,0.83,0,0.29
CLT1171,Tipaza,7809654,13424022,82,149,apartment,divorced,False,0.62,0.43,3,0.81,4,0.61,4,0.53,5,0.47,8,0.23
CLT1172,Guelma,5351018,9553226,91,179,studio,divorced,False,0.98,0.57,2,0.64,1,0.92,2,0.2,2,0.55,7,0.74
CLT1173,Annaba,5073892,7170943,51,65,studio,single,False,0.63,0.02,5,0.39,2,0.36,5,0.75,5,0.84,0,0.01
CLT1174,Boumerdes,10521272,15731583,64,112,studio,married,False,0.26,0.03,2,0.67,2,0.73,5,0.75,0,0.48,9,0.54
CLT1175,Tiaret,9458273,11060396,95,149,studio,single,True,0.63,0.45,4,0.26,2,0.89,5,0.15,5,0.21,8,0.79
CLT1176,In Guezzam,11688475,13598117,66,159,apartment,single,False,0.54,0.82,1,0.35,3,0.46,3,0.88,5,0.83,1,0.27
CLT1177,Medea,11407589,14410168,68,140,apartment,single,False,0.78,0.89,2,0.92,3,0.44,0,0.27,0,0.54,2,0.6
CLT1178,Guelma,9143488,14333597,72,118,villa,married,True,0.11,0.09,1,0.29,1,0.6,4,0.98,0,0.15,1,0.67
CLT1179,Sidi Bel Abbes,11622961,14592821,83,150,apartment,single,True,0.76,0.54,5,0.47,2,0.59,5,0.38,2,0.51,7,0.66
CLT1180,Chlef,6243069,12044668,61,81,studio,divorced,True,0.54,0.91,1,0.89,2,0.81,4,0.18,5,0.41,1,0.45
CLT1181,Batna,6830955,14699468,77,101,studio,divorced,False,0.96,0.39,2,0.71,4,0.48,5,0.35,3,0.88,9,0.35
CLT1182,Annaba,5046220,8331073,69,164,apartment,single,True,0.34,0.83,4,0.06,3,1.0,3,0.44,0,0.13,1,0.84
